sample_id,r1,r2
ZJH_N32_1_2,/bulkpool/sequence_data/mss_data/ZJH_N32_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N32_1_2_R2.fastq.gz
ZJH_N32_1_4,/bulkpool/sequence_data/mss_data/ZJH_N32_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N32_1_4_R2.fastq.gz
ZJH_N32_2_2,/bulkpool/sequence_data/mss_data/ZJH_N32_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N32_2_2_R2.fastq.gz
ZJH_N32_2_3,/bulkpool/sequence_data/mss_data/ZJH_N32_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N32_2_3_R2.fastq.gz
ZJH_N32_2_4,/bulkpool/sequence_data/mss_data/ZJH_N32_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N32_2_4_R2.fastq.gz
ZJH_N33_1_2,/bulkpool/sequence_data/mss_data/ZJH_N33_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N33_1_2_R2.fastq.gz
ZJH_N33_1_3,/bulkpool/sequence_data/mss_data/ZJH_N33_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N33_1_3_R2.fastq.gz
ZJH_N33_1_4,/bulkpool/sequence_data/mss_data/ZJH_N33_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N33_1_4_R2.fastq.gz
ZJH_N33_2_2,/bulkpool/sequence_data/mss_data/ZJH_N33_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N33_2_2_R2.fastq.gz
ZJH_N33_2_4,/bulkpool/sequence_data/mss_data/ZJH_N33_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N33_2_4_R2.fastq.gz
ZJH_N34_1_2,/bulkpool/sequence_data/mss_data/ZJH_N34_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N34_1_2_R2.fastq.gz
ZJH_N34_1_3,/bulkpool/sequence_data/mss_data/ZJH_N34_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N34_1_3_R2.fastq.gz
ZJH_N34_1_4,/bulkpool/sequence_data/mss_data/ZJH_N34_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N34_1_4_R2.fastq.gz
ZJH_N35_1_2,/bulkpool/sequence_data/mss_data/ZJH_N35_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N35_1_2_R2.fastq.gz
ZJH_N35_1_4,/bulkpool/sequence_data/mss_data/ZJH_N35_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N35_1_4_R2.fastq.gz
ZJH_N36_1_2,/bulkpool/sequence_data/mss_data/ZJH_N36_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N36_1_2_R2.fastq.gz
ZJH_N36_1_3,/bulkpool/sequence_data/mss_data/ZJH_N36_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N36_1_3_R2.fastq.gz
ZJH_N36_1_4,/bulkpool/sequence_data/mss_data/ZJH_N36_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N36_1_4_R2.fastq.gz
ZJH_N36_2_2,/bulkpool/sequence_data/mss_data/ZJH_N36_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N36_2_2_R2.fastq.gz
ZJH_N36_2_3,/bulkpool/sequence_data/mss_data/ZJH_N36_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N36_2_3_R2.fastq.gz
ZJH_N36_2_4,/bulkpool/sequence_data/mss_data/ZJH_N36_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N36_2_4_R2.fastq.gz
ZJH_N37_1_2,/bulkpool/sequence_data/mss_data/ZJH_N37_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N37_1_2_R2.fastq.gz
ZJH_N37_1_3,/bulkpool/sequence_data/mss_data/ZJH_N37_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N37_1_3_R2.fastq.gz
ZJH_N38_1_2,/bulkpool/sequence_data/mss_data/ZJH_N38_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N38_1_2_R2.fastq.gz
ZJH_N38_1_3,/bulkpool/sequence_data/mss_data/ZJH_N38_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N38_1_3_R2.fastq.gz
ZJH_N38_1_4,/bulkpool/sequence_data/mss_data/ZJH_N38_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N38_1_4_R2.fastq.gz
ZJH_N39_1_4,/bulkpool/sequence_data/mss_data/ZJH_N39_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N39_1_4_R2.fastq.gz
ZJH_N39_2_2,/bulkpool/sequence_data/mss_data/ZJH_N39_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N39_2_2_R2.fastq.gz
ZJH_N39_2_3,/bulkpool/sequence_data/mss_data/ZJH_N39_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N39_2_3_R2.fastq.gz
ZJH_N39_2_4,/bulkpool/sequence_data/mss_data/ZJH_N39_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N39_2_4_R2.fastq.gz
ZJH_N40_1_2,/bulkpool/sequence_data/mss_data/ZJH_N40_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N40_1_2_R2.fastq.gz
ZJH_N40_1_4,/bulkpool/sequence_data/mss_data/ZJH_N40_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N40_1_4_R2.fastq.gz
ZJH_N41_1_2,/bulkpool/sequence_data/mss_data/ZJH_N41_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N41_1_2_R2.fastq.gz
ZJH_N41_1_3,/bulkpool/sequence_data/mss_data/ZJH_N41_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N41_1_3_R2.fastq.gz
ZJH_N41_1_4,/bulkpool/sequence_data/mss_data/ZJH_N41_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N41_1_4_R2.fastq.gz
ZJH_N42_1_3,/bulkpool/sequence_data/mss_data/ZJH_N42_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N42_1_3_R2.fastq.gz
ZJH_N42_1_4,/bulkpool/sequence_data/mss_data/ZJH_N42_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N42_1_4_R2.fastq.gz
ZJH_N42_2_2,/bulkpool/sequence_data/mss_data/ZJH_N42_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N42_2_2_R2.fastq.gz
ZJH_N42_2_3,/bulkpool/sequence_data/mss_data/ZJH_N42_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N42_2_3_R2.fastq.gz
ZJH_N42_2_4,/bulkpool/sequence_data/mss_data/ZJH_N42_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N42_2_4_R2.fastq.gz
ZJH_N43_1_2,/bulkpool/sequence_data/mss_data/ZJH_N43_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N43_1_2_R2.fastq.gz
ZJH_N43_1_3,/bulkpool/sequence_data/mss_data/ZJH_N43_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N43_1_3_R2.fastq.gz
ZJH_N43_1_4,/bulkpool/sequence_data/mss_data/ZJH_N43_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N43_1_4_R2.fastq.gz
ZJH_N43_2_2,/bulkpool/sequence_data/mss_data/ZJH_N43_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N43_2_2_R2.fastq.gz
ZJH_N43_2_3,/bulkpool/sequence_data/mss_data/ZJH_N43_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N43_2_3_R2.fastq.gz
ZJH_N43_2_4,/bulkpool/sequence_data/mss_data/ZJH_N43_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N43_2_4_R2.fastq.gz
ZJH_N44_1_2,/bulkpool/sequence_data/mss_data/ZJH_N44_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N44_1_2_R2.fastq.gz
ZJH_N44_1_3,/bulkpool/sequence_data/mss_data/ZJH_N44_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N44_1_3_R2.fastq.gz
ZJH_N44_1_4,/bulkpool/sequence_data/mss_data/ZJH_N44_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N44_1_4_R2.fastq.gz
ZJH_N45_1_2,/bulkpool/sequence_data/mss_data/ZJH_N45_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N45_1_2_R2.fastq.gz
ZJH_N45_1_3,/bulkpool/sequence_data/mss_data/ZJH_N45_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N45_1_3_R2.fastq.gz
ZJH_N45_1_4,/bulkpool/sequence_data/mss_data/ZJH_N45_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N45_1_4_R2.fastq.gz
ZJH_N45_2_2,/bulkpool/sequence_data/mss_data/ZJH_N45_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N45_2_2_R2.fastq.gz
ZJH_N45_2_3,/bulkpool/sequence_data/mss_data/ZJH_N45_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N45_2_3_R2.fastq.gz
ZJH_N45_2_4,/bulkpool/sequence_data/mss_data/ZJH_N45_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N45_2_4_R2.fastq.gz
ZJH_N46_1_2,/bulkpool/sequence_data/mss_data/ZJH_N46_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N46_1_2_R2.fastq.gz
ZJH_N46_1_4,/bulkpool/sequence_data/mss_data/ZJH_N46_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N46_1_4_R2.fastq.gz
ZJH_N46_2_2,/bulkpool/sequence_data/mss_data/ZJH_N46_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N46_2_2_R2.fastq.gz
ZJH_N46_2_3,/bulkpool/sequence_data/mss_data/ZJH_N46_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N46_2_3_R2.fastq.gz
ZJH_N46_2_4,/bulkpool/sequence_data/mss_data/ZJH_N46_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N46_2_4_R2.fastq.gz
ZJH_N47_1_2,/bulkpool/sequence_data/mss_data/ZJH_N47_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N47_1_2_R2.fastq.gz
ZJH_N47_1_3,/bulkpool/sequence_data/mss_data/ZJH_N47_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N47_1_3_R2.fastq.gz
ZJH_N47_1_4,/bulkpool/sequence_data/mss_data/ZJH_N47_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N47_1_4_R2.fastq.gz
ZJH_N47_2_2,/bulkpool/sequence_data/mss_data/ZJH_N47_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N47_2_2_R2.fastq.gz
ZJH_N47_2_3,/bulkpool/sequence_data/mss_data/ZJH_N47_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N47_2_3_R2.fastq.gz
ZJH_N47_2_4,/bulkpool/sequence_data/mss_data/ZJH_N47_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N47_2_4_R2.fastq.gz
ZJH_N48_1_3,/bulkpool/sequence_data/mss_data/ZJH_N48_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N48_1_3_R2.fastq.gz
ZJH_N48_1_4,/bulkpool/sequence_data/mss_data/ZJH_N48_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N48_1_4_R2.fastq.gz
ZJH_N48_2_2,/bulkpool/sequence_data/mss_data/ZJH_N48_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N48_2_2_R2.fastq.gz
ZJH_N48_2_4,/bulkpool/sequence_data/mss_data/ZJH_N48_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N48_2_4_R2.fastq.gz
ZJH_N49_1_2,/bulkpool/sequence_data/mss_data/ZJH_N49_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N49_1_2_R2.fastq.gz
ZJH_N49_1_3,/bulkpool/sequence_data/mss_data/ZJH_N49_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N49_1_3_R2.fastq.gz
ZJH_N49_1_4,/bulkpool/sequence_data/mss_data/ZJH_N49_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N49_1_4_R2.fastq.gz
ZJH_N49_2_2,/bulkpool/sequence_data/mss_data/ZJH_N49_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N49_2_2_R2.fastq.gz
ZJH_N49_2_4,/bulkpool/sequence_data/mss_data/ZJH_N49_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N49_2_4_R2.fastq.gz
ZJH_N50_1_2,/bulkpool/sequence_data/mss_data/ZJH_N50_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N50_1_2_R2.fastq.gz
ZJH_N50_1_3,/bulkpool/sequence_data/mss_data/ZJH_N50_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N50_1_3_R2.fastq.gz
ZJH_N50_1_4,/bulkpool/sequence_data/mss_data/ZJH_N50_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N50_1_4_R2.fastq.gz
ZJH_N50_2_2,/bulkpool/sequence_data/mss_data/ZJH_N50_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N50_2_2_R2.fastq.gz
ZJH_N50_2_3,/bulkpool/sequence_data/mss_data/ZJH_N50_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N50_2_3_R2.fastq.gz
ZJH_N50_2_4,/bulkpool/sequence_data/mss_data/ZJH_N50_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N50_2_4_R2.fastq.gz
ZJH_N51_1_2,/bulkpool/sequence_data/mss_data/ZJH_N51_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N51_1_2_R2.fastq.gz
ZJH_N51_1_3,/bulkpool/sequence_data/mss_data/ZJH_N51_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N51_1_3_R2.fastq.gz
ZJH_N51_1_4,/bulkpool/sequence_data/mss_data/ZJH_N51_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N51_1_4_R2.fastq.gz
ZJH_N51_2_3,/bulkpool/sequence_data/mss_data/ZJH_N51_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N51_2_3_R2.fastq.gz
ZJH_N51_2_4,/bulkpool/sequence_data/mss_data/ZJH_N51_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N51_2_4_R2.fastq.gz
ZJH_N52_1_2,/bulkpool/sequence_data/mss_data/ZJH_N52_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N52_1_2_R2.fastq.gz
ZJH_N52_1_3,/bulkpool/sequence_data/mss_data/ZJH_N52_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N52_1_3_R2.fastq.gz
ZJH_N52_1_4,/bulkpool/sequence_data/mss_data/ZJH_N52_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N52_1_4_R2.fastq.gz
ZJH_N52_2_2,/bulkpool/sequence_data/mss_data/ZJH_N52_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N52_2_2_R2.fastq.gz
ZJH_N52_2_3,/bulkpool/sequence_data/mss_data/ZJH_N52_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N52_2_3_R2.fastq.gz
ZJH_N52_2_4,/bulkpool/sequence_data/mss_data/ZJH_N52_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N52_2_4_R2.fastq.gz
ZJH_N53_1_4,/bulkpool/sequence_data/mss_data/ZJH_N53_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N53_1_4_R2.fastq.gz
ZJH_N53_2_2,/bulkpool/sequence_data/mss_data/ZJH_N53_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N53_2_2_R2.fastq.gz
ZJH_N53_2_3,/bulkpool/sequence_data/mss_data/ZJH_N53_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N53_2_3_R2.fastq.gz
ZJH_N53_2_4,/bulkpool/sequence_data/mss_data/ZJH_N53_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N53_2_4_R2.fastq.gz
ZJH_N54_1_2,/bulkpool/sequence_data/mss_data/ZJH_N54_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N54_1_2_R2.fastq.gz
ZJH_N54_1_3,/bulkpool/sequence_data/mss_data/ZJH_N54_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N54_1_3_R2.fastq.gz
ZJH_N54_1_4,/bulkpool/sequence_data/mss_data/ZJH_N54_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N54_1_4_R2.fastq.gz
ZJH_N54_2_2,/bulkpool/sequence_data/mss_data/ZJH_N54_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N54_2_2_R2.fastq.gz
ZJH_N54_2_3,/bulkpool/sequence_data/mss_data/ZJH_N54_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N54_2_3_R2.fastq.gz
ZJH_N54_2_4,/bulkpool/sequence_data/mss_data/ZJH_N54_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N54_2_4_R2.fastq.gz
ZJH_N55_1_2,/bulkpool/sequence_data/mss_data/ZJH_N55_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N55_1_2_R2.fastq.gz
ZJH_N55_1_3,/bulkpool/sequence_data/mss_data/ZJH_N55_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N55_1_3_R2.fastq.gz
ZJH_N55_1_4,/bulkpool/sequence_data/mss_data/ZJH_N55_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N55_1_4_R2.fastq.gz
ZJH_N55_2_2,/bulkpool/sequence_data/mss_data/ZJH_N55_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N55_2_2_R2.fastq.gz
ZJH_N55_2_3,/bulkpool/sequence_data/mss_data/ZJH_N55_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N55_2_3_R2.fastq.gz
ZJH_N55_2_4,/bulkpool/sequence_data/mss_data/ZJH_N55_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N55_2_4_R2.fastq.gz
ZJH_N56_1_2,/bulkpool/sequence_data/mss_data/ZJH_N56_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N56_1_2_R2.fastq.gz
ZJH_N56_1_3,/bulkpool/sequence_data/mss_data/ZJH_N56_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N56_1_3_R2.fastq.gz
ZJH_N56_1_4,/bulkpool/sequence_data/mss_data/ZJH_N56_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N56_1_4_R2.fastq.gz
ZJH_N56_2_2,/bulkpool/sequence_data/mss_data/ZJH_N56_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N56_2_2_R2.fastq.gz
ZJH_N56_2_3,/bulkpool/sequence_data/mss_data/ZJH_N56_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N56_2_3_R2.fastq.gz
ZJH_N56_2_4,/bulkpool/sequence_data/mss_data/ZJH_N56_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N56_2_4_R2.fastq.gz
ZJH_N57_1_2,/bulkpool/sequence_data/mss_data/ZJH_N57_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N57_1_2_R2.fastq.gz
ZJH_N57_1_3,/bulkpool/sequence_data/mss_data/ZJH_N57_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N57_1_3_R2.fastq.gz
ZJH_N57_1_4,/bulkpool/sequence_data/mss_data/ZJH_N57_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N57_1_4_R2.fastq.gz
ZJH_N58_1_2,/bulkpool/sequence_data/mss_data/ZJH_N58_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N58_1_2_R2.fastq.gz
ZJH_N58_1_3,/bulkpool/sequence_data/mss_data/ZJH_N58_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N58_1_3_R2.fastq.gz
ZJH_N58_1_4,/bulkpool/sequence_data/mss_data/ZJH_N58_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N58_1_4_R2.fastq.gz
ZJH_N58_2_2,/bulkpool/sequence_data/mss_data/ZJH_N58_2_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N58_2_2_R2.fastq.gz
ZJH_N58_2_3,/bulkpool/sequence_data/mss_data/ZJH_N58_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N58_2_3_R2.fastq.gz
ZJH_N58_2_4,/bulkpool/sequence_data/mss_data/ZJH_N58_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N58_2_4_R2.fastq.gz
ZJH_N59_1_2,/bulkpool/sequence_data/mss_data/ZJH_N59_1_2_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N59_1_2_R2.fastq.gz
ZJH_N59_1_3,/bulkpool/sequence_data/mss_data/ZJH_N59_1_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N59_1_3_R2.fastq.gz
ZJH_N59_1_4,/bulkpool/sequence_data/mss_data/ZJH_N59_1_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N59_1_4_R2.fastq.gz
ZJH_N59_2_3,/bulkpool/sequence_data/mss_data/ZJH_N59_2_3_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N59_2_3_R2.fastq.gz
ZJH_N59_2_4,/bulkpool/sequence_data/mss_data/ZJH_N59_2_4_R1.fastq.gz,/bulkpool/sequence_data/mss_data/ZJH_N59_2_4_R2.fastq.gz
